_id,patcnty1,dsch_yr,mdc,mdc_desc,Discharges,AnnotationCode,AnnotationDesc
15470,Sutter,2021,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",36,,
15471,Sutter,2021,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",59,,
15472,Sutter,2021,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",1291,,
15473,Sutter,2021,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,1298,,
15474,Sutter,2021,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",67,,
15475,Sutter,2021,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,110,,
15476,Sutter,2021,18,INFECTIOUS & PARASITIC DISEASES,1149,,
15477,Sutter,2021,19,MENTAL DISEASES & DISORDERS,463,,
15478,Sutter,2021,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,59,,
15479,Sutter,2021,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",124,,
15480,Sutter,2021,22,BURNS,9,,
15481,Sutter,2021,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,65,,
15482,Sutter,2021,24,MULTIPLE SIGNFICANT TRAUMA,36,,
15483,Sutter,2021,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,8,,
15484,Sutter,2022,0,PRE-MDC,1,,
15485,Sutter,2022,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",573,,
15486,Sutter,2022,2,"EYE, DISEASES & DISORDERS",9,,
15487,Sutter,2022,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",65,,
15488,Sutter,2022,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",873,,
15489,Sutter,2022,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",1151,,
15490,Sutter,2022,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",601,,
15491,Sutter,2022,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",294,,
15492,Sutter,2022,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",647,,
15493,Sutter,2022,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",113,,
15494,Sutter,2022,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",457,,
15495,Sutter,2022,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",461,,
15496,Sutter,2022,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",16,,
15497,Sutter,2022,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",44,,
15498,Sutter,2022,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",1253,,
15499,Sutter,2022,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,1255,,
15500,Sutter,2022,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",69,,
15501,Sutter,2022,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,67,,
15502,Sutter,2022,18,INFECTIOUS & PARASITIC DISEASES,934,,
15503,Sutter,2022,19,MENTAL DISEASES & DISORDERS,397,,
15504,Sutter,2022,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,58,,
15505,Sutter,2022,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",134,,
15506,Sutter,2022,22,BURNS,8,,
15507,Sutter,2022,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,46,,
15508,Sutter,2022,24,MULTIPLE SIGNFICANT TRAUMA,33,,
15509,Sutter,2022,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,3,,
15510,Sutter,2023,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",672,,
15511,Sutter,2023,2,"EYE, DISEASES & DISORDERS",17,,
15512,Sutter,2023,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",74,,
15513,Sutter,2023,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",735,,
15514,Sutter,2023,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",1280,,
15515,Sutter,2023,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",636,,
15516,Sutter,2023,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",322,,
15517,Sutter,2023,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",614,,
15518,Sutter,2023,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",161,,
15519,Sutter,2023,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",486,,
15520,Sutter,2023,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",455,,
15521,Sutter,2023,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",32,,
15522,Sutter,2023,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",69,,
15523,Sutter,2023,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",1271,,
15524,Sutter,2023,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,1265,,
15525,Sutter,2023,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",71,,
15526,Sutter,2023,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,66,,
15527,Sutter,2023,18,INFECTIOUS & PARASITIC DISEASES,1059,,
15528,Sutter,2023,19,MENTAL DISEASES & DISORDERS,501,,
15529,Sutter,2023,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,81,,
15530,Sutter,2023,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",132,,
15531,Sutter,2023,22,BURNS,9,,
15532,Sutter,2023,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,70,,
15533,Sutter,2023,24,MULTIPLE SIGNFICANT TRAUMA,45,,
15534,Tehama,2012,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",361,,
15535,Tehama,2012,2,"EYE, DISEASES & DISORDERS",6,,
15536,Tehama,2012,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",56,,
15537,Tehama,2012,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",714,,
15538,Tehama,2012,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",690,,
15539,Tehama,2012,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",537,,
15540,Tehama,2012,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",204,,
15541,Tehama,2012,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",661,,
15542,Tehama,2012,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",142,,
15543,Tehama,2012,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",224,,
15544,Tehama,2012,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",285,,
15545,Tehama,2012,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",25,,
15546,Tehama,2012,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",124,,
15547,Tehama,2012,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",776,,
15548,Tehama,2012,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,791,,
15549,Tehama,2012,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",54,,
15550,Tehama,2012,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,51,,
15551,Tehama,2012,18,INFECTIOUS & PARASITIC DISEASES,229,,
15552,Tehama,2012,19,MENTAL DISEASES & DISORDERS,125,,
15553,Tehama,2012,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,24,,
15554,Tehama,2012,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",110,,
15555,Tehama,2012,22,BURNS,4,,
15556,Tehama,2012,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,83,,
15557,Tehama,2012,24,MULTIPLE SIGNFICANT TRAUMA,18,,
15558,Tehama,2012,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,1,,
15559,Tehama,2013,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",342,,
15560,Tehama,2013,2,"EYE, DISEASES & DISORDERS",5,,
15561,Tehama,2013,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",53,,
15562,Tehama,2013,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",682,,
15563,Tehama,2013,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",600,,
15564,Tehama,2013,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",542,,
15565,Tehama,2013,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",203,,
15566,Tehama,2013,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",650,,
15567,Tehama,2013,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",129,,
15568,Tehama,2013,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",236,,
15569,Tehama,2013,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",264,,
15570,Tehama,2013,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",26,,
15571,Tehama,2013,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",101,,
15572,Tehama,2013,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",718,,
15573,Tehama,2013,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,747,,
15574,Tehama,2013,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",45,,
15575,Tehama,2013,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,38,,
15576,Tehama,2013,18,INFECTIOUS & PARASITIC DISEASES,275,,
15577,Tehama,2013,19,MENTAL DISEASES & DISORDERS,132,,
15578,Tehama,2013,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,34,,
15579,Tehama,2013,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",127,,
15580,Tehama,2013,22,BURNS,9,,
15581,Tehama,2013,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,75,,
15582,Tehama,2013,24,MULTIPLE SIGNFICANT TRAUMA,15,,
15583,Tehama,2013,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,1,,
15584,Tehama,2014,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",327,,
15585,Tehama,2014,2,"EYE, DISEASES & DISORDERS",4,,
15586,Tehama,2014,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",59,,
15587,Tehama,2014,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",687,,
15588,Tehama,2014,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",590,,
15589,Tehama,2014,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",470,,
15590,Tehama,2014,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",207,,
15591,Tehama,2014,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",671,,
15592,Tehama,2014,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",142,,
15593,Tehama,2014,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",188,,
15594,Tehama,2014,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",312,,
15595,Tehama,2014,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",25,,
15596,Tehama,2014,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",96,,
15597,Tehama,2014,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",762,,
15598,Tehama,2014,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,759,,
15599,Tehama,2014,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",64,,
15600,Tehama,2014,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,41,,
15601,Tehama,2014,18,INFECTIOUS & PARASITIC DISEASES,325,,
15602,Tehama,2014,19,MENTAL DISEASES & DISORDERS,193,,
15603,Tehama,2014,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,21,,
15604,Tehama,2014,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",123,,
15605,Tehama,2014,22,BURNS,6,,
15606,Tehama,2014,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,72,,
15607,Tehama,2014,24,MULTIPLE SIGNFICANT TRAUMA,14,,
15608,Tehama,2014,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,2,,
15609,Tehama,2015,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",343,,
15610,Tehama,2015,2,"EYE, DISEASES & DISORDERS",2,,
15611,Tehama,2015,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",42,,
15612,Tehama,2015,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",599,,
15613,Tehama,2015,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",657,,
15614,Tehama,2015,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",484,,
15615,Tehama,2015,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",218,,
15616,Tehama,2015,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",686,,
15617,Tehama,2015,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",144,,
15618,Tehama,2015,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",188,,
15619,Tehama,2015,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",253,,
15620,Tehama,2015,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",28,,
15621,Tehama,2015,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",68,,
15622,Tehama,2015,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",812,,
15623,Tehama,2015,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,814,,
15624,Tehama,2015,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",55,,
15625,Tehama,2015,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,37,,
15626,Tehama,2015,18,INFECTIOUS & PARASITIC DISEASES,411,,
15627,Tehama,2015,19,MENTAL DISEASES & DISORDERS,193,,
15628,Tehama,2015,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,33,,
15629,Tehama,2015,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",117,,
15630,Tehama,2015,22,BURNS,9,,
15631,Tehama,2015,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,54,,
15632,Tehama,2015,24,MULTIPLE SIGNFICANT TRAUMA,16,,
15633,Tehama,2015,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,1,,
15634,Tehama,2016,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",371,,
15635,Tehama,2016,2,"EYE, DISEASES & DISORDERS",8,,
15636,Tehama,2016,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",55,,
15637,Tehama,2016,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",605,,
15638,Tehama,2016,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",639,,
15639,Tehama,2016,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",528,,
15640,Tehama,2016,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",214,,
15641,Tehama,2016,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",678,,
15642,Tehama,2016,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",156,,
15643,Tehama,2016,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",230,,
15644,Tehama,2016,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",253,,
15645,Tehama,2016,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",21,,
15646,Tehama,2016,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",56,,
15647,Tehama,2016,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",785,,
15648,Tehama,2016,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,776,,
15649,Tehama,2016,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",55,,
15650,Tehama,2016,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,57,,
15651,Tehama,2016,18,INFECTIOUS & PARASITIC DISEASES,539,,
15652,Tehama,2016,19,MENTAL DISEASES & DISORDERS,170,,
15653,Tehama,2016,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,38,,
15654,Tehama,2016,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",141,,
15655,Tehama,2016,22,BURNS,6,,
15656,Tehama,2016,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,43,,
15657,Tehama,2016,24,MULTIPLE SIGNFICANT TRAUMA,13,,
15658,Tehama,2016,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,1,,
15659,Tehama,2017,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",354,,
15660,Tehama,2017,2,"EYE, DISEASES & DISORDERS",1,,
15661,Tehama,2017,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",56,,
15662,Tehama,2017,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",517,,
15663,Tehama,2017,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",713,,
15664,Tehama,2017,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",499,,
15665,Tehama,2017,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",179,,
15666,Tehama,2017,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",672,,
15667,Tehama,2017,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",142,,
15668,Tehama,2017,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",198,,
15669,Tehama,2017,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",276,,
15670,Tehama,2017,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",19,,
15671,Tehama,2017,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",83,,
15672,Tehama,2017,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",730,,
15673,Tehama,2017,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,740,,
15674,Tehama,2017,16,"BLOOD, BLOOD FORMING ORGANS, IMMUNOLOGICAL, DISEASES & DISORDERS",55,,
15675,Tehama,2017,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,44,,
15676,Tehama,2017,18,INFECTIOUS & PARASITIC DISEASES,498,,
15677,Tehama,2017,19,MENTAL DISEASES & DISORDERS,188,,
15678,Tehama,2017,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,21,,
15679,Tehama,2017,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",111,,
15680,Tehama,2017,22,BURNS,5,,
15681,Tehama,2017,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,33,,
15682,Tehama,2017,24,MULTIPLE SIGNFICANT TRAUMA,19,,
15683,Tehama,2018,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",338,,
15684,Tehama,2018,2,"EYE, DISEASES & DISORDERS",4,,
15685,Tehama,2018,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",59,,
15686,Tehama,2018,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",606,,
15687,Tehama,2018,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",815,,
15688,Tehama,2018,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",502,,
15689,Tehama,2018,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",203,,
15690,Tehama,2018,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",659,,
15691,Tehama,2018,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",162,,
15692,Tehama,2018,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",252,,
15693,Tehama,2018,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",305,,
15694,Tehama,2018,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",20,,
15695,Tehama,2018,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",58,,
15696,Tehama,2018,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",740,,
15697,Tehama,2018,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,710,,
15698,Tehama,2018,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",49,,
15699,Tehama,2018,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,79,,
15700,Tehama,2018,18,INFECTIOUS & PARASITIC DISEASES,615,,
15701,Tehama,2018,19,MENTAL DISEASES & DISORDERS,163,,
15702,Tehama,2018,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,41,,
15703,Tehama,2018,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",129,,
15704,Tehama,2018,22,BURNS,7,,
15705,Tehama,2018,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,37,,
15706,Tehama,2018,24,MULTIPLE SIGNFICANT TRAUMA,20,,
15707,Tehama,2018,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,1,,
15708,Tehama,2019,0,PRE-MDC,24,,
15709,Tehama,2019,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",420,,
15710,Tehama,2019,2,"EYE, DISEASES & DISORDERS",7,,
15711,Tehama,2019,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",37,,
15712,Tehama,2019,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",685,,
15713,Tehama,2019,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",837,,
15714,Tehama,2019,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",513,,
15715,Tehama,2019,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",211,,
15716,Tehama,2019,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",694,,
15717,Tehama,2019,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",135,,
15718,Tehama,2019,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",293,,
15719,Tehama,2019,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",253,,
15720,Tehama,2019,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",21,,
15721,Tehama,2019,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",60,,
15722,Tehama,2019,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",726,,
15723,Tehama,2019,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,733,,
15724,Tehama,2019,16,"BLOOD, BLOOD FORMING ORGANS,IMMUNOLOGICAL, DISEASES & DISORDERS",54,,
15725,Tehama,2019,17,MYELOPROLIFERATIVE DISEASES & POORLY DIFFERENTIATED NEOPLASMS,50,,
15726,Tehama,2019,18,INFECTIOUS & PARASITIC DISEASES,614,,
15727,Tehama,2019,19,MENTAL DISEASES & DISORDERS,208,,
15728,Tehama,2019,20,ALCOHOL-DRUG USE AND ALCOHOL-DRUG INDUCED ORGANIC MENTAL DISEASES,39,,
15729,Tehama,2019,21,"INJURIES, POISONINGS, AND TOXIC EFFECTS OF DRUGS",98,,
15730,Tehama,2019,22,BURNS,11,,
15731,Tehama,2019,23,FACTORS ON HEALTH STATUS & OTHER CONTACTS WITH HEALTH SERVICES,36,,
15732,Tehama,2019,24,MULTIPLE SIGNFICANT TRAUMA,35,,
15733,Tehama,2019,25,HUMAN IMMUNODEFICIENCY VIRUS INFECTIONS,6,,
15734,Tehama,2020,0,PRE-MDC,17,,
15735,Tehama,2020,1,"NERVOUS SYSTEM, DISEASES & DISORDERS",383,,
15736,Tehama,2020,2,"EYE, DISEASES & DISORDERS",5,,
15737,Tehama,2020,3,"EAR, NOSE, MOUTH, & THROAT, DISEASES & DISORDERS",18,,
15738,Tehama,2020,4,"RESPIRATORY SYSTEM, DISEASES & DISORDERS",534,,
15739,Tehama,2020,5,"CIRCULATORY SYSTEM, DISEASES & DISORDERS",752,,
15740,Tehama,2020,6,"DIGESTIVE SYSTEM, DISEASES & DISORDERS",467,,
15741,Tehama,2020,7,"HEPATOBILIARY SYSTEM & PANCREAS, DISEASES & DISORDERS",162,,
15742,Tehama,2020,8,"MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE, DISEASES & DISORDERS",577,,
15743,Tehama,2020,9,"SKIN, SUBCUTANEOUS TISSUE & BREAST, DISEASES & DISORDERS",136,,
15744,Tehama,2020,10,"ENDOCRINE, NUTRITIONAL, AND METABOLIC, DISEASES & DISORDERS",246,,
15745,Tehama,2020,11,"KIDNEY AND URINARY TRACT, DISEASES & DISORDERS",232,,
15746,Tehama,2020,12,"MALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",23,,
15747,Tehama,2020,13,"FEMALE REPRODUCTIVE SYSTEM, DISEASES & DISORDERS",56,,
15748,Tehama,2020,14,"PREGNANCY, CHILDBIRTH, & THE PUERPERIUM",643,,
15749,Tehama,2020,15,NEWBORNS AND NEONATE CONDITIONS BEGAN IN PERINATAL PERIOD,675,,
